order_id,order_date,customer_id,product_id,store_id,sales_channel,quantity,unit_price,discount_pct,total_amount,cost_price,profit
O02241,12-08-2025,C0268,P0673,S050,In-Store,1,17.35,0.1,15.62,14.41,1.21
O02242,21-12-2025,C0211,P0871,S055,In-Store,1,10.05,0.05,9.55,8.78,0.77
O02243,16-02-2025,C0400,P1071,Online,Online,2,145.95,0.05,277.3,95.48,86.34
O02244,13-01-2025,C0653,P0060,Online,Online,1,146.26,0.1,131.63,118.59,13.04
O02245,22-12-2025,C0549,P0233,S036,In-Store,2,82.28,0.05,156.33,63.78,28.77
O02246,12-11-2024,C0503,P1103,Online,Online,1,180.59,0.1,162.53,158.62,3.91
O02247,27-08-2025,C0023,P1173,S010,In-Store,3,245.1,0,735.3,139.38,317.16
O02248,28-04-2025,C0590,P0096,S009,In-Store,1,8.71,0.2,6.97,6.15,0.82
O02249,03-01-2025,C0599,P0425,Online,Online,2,148.66,0.1,267.59,109.47,48.65
O02250,08-06-2025,C0672,P0641,S034,In-Store,2,240.92,0,481.84,123.63,234.58
O02251,13-11-2025,C0475,P0024,S042,In-Store,1,17.04,0.1,15.34,8.8,6.54
O02252,06-01-2025,C0689,P0808,Online,Online,2,276.8,0,553.6,185.54,182.52
O02253,22-12-2025,C0246,P1197,Online,Online,1,252.57,0.05,239.94,154.11,85.83
O02254,27-10-2024,C0545,P0257,S030,In-Store,3,145.59,0.1,393.09,118.63,37.2
O02255,21-01-2025,C0322,P0715,Online,Online,2,377.17,0.2,603.47,196,211.47
O02256,22-04-2025,C0060,P1087,S034,In-Store,1,36.72,0,36.72,18.53,18.19
O02257,11-05-2024,C0734,P0251,Online,Online,1,201.63,0.1,181.47,102.77,78.7
O02258,12-05-2025,C0138,P0613,Online,Online,2,316.84,0.2,506.94,194.29,118.36
O02259,25-08-2025,C0071,P0702,S050,In-Store,1,286.8,0.2,229.44,178.57,50.87
O02260,04-05-2024,C0775,P0823,Online,Online,1,121.11,0.2,96.89,85.42,11.47
O02261,08-04-2025,C0706,P0714,S038,In-Store,1,219.22,0.2,175.38,133.22,42.16
O02262,25-08-2025,C0214,P0723,Online,Online,1,170.31,0,170.31,138.26,32.05
O02263,17-07-2025,C0641,P0683,S055,In-Store,3,27.06,0.2,64.94,14.77,20.63
O02264,23-06-2025,C0648,P0597,S015,In-Store,1,105.66,0,105.66,73.49,32.17
O02265,17-10-2025,C0395,P0769,Online,Online,2,264.99,0.2,423.98,163.47,97.04
O02266,05-01-2025,C0365,P0710,S007,In-Store,2,23.5,0,47,14.07,18.86
O02267,10-08-2024,C0252,P0804,S039,In-Store,1,74.98,0,74.98,54.49,20.49
O02268,04-03-2025,C0520,P0491,S011,In-Store,1,205.2,0.2,164.16,156.25,7.91
O02269,03-01-2025,C0162,P1115,S049,In-Store,2,265.8,0.2,425.28,159.26,106.76
O02270,29-08-2024,C0351,P0510,Online,Online,1,156.58,0,156.58,142.22,14.36
O02271,08-03-2025,C0261,P0525,Online,Online,3,9.95,0.2,23.88,7.69,0.81
O02272,13-10-2024,C0107,P0945,S020,In-Store,3,83.93,0.05,239.2,53.24,79.48
O02273,10-05-2024,C0650,P0613,S016,In-Store,2,316.84,0,633.68,194.29,245.1
O02274,25-01-2025,C0127,P0076,Online,Online,1,114.03,0,114.03,83.47,30.56
O02275,11-06-2024,C0219,P0016,Online,Online,1,57.06,0.2,45.65,32.23,13.42
O02276,04-12-2025,C0432,P0275,S032,In-Store,1,284.15,0,284.15,168.64,115.51
O02277,19-07-2025,C0265,P0554,S033,In-Store,2,115.46,0.05,219.37,61.88,95.61
O02278,09-10-2025,C0600,P0432,S036,In-Store,2,95.18,0.2,152.29,49.8,52.69
O02279,03-01-2025,C0045,P0856,S016,In-Store,1,72.18,0,72.18,53.24,18.94
O02280,27-01-2025,C0177,P1035,S054,In-Store,1,130.92,0.1,117.83,71.44,46.39
O02281,19-06-2024,C0521,P0930,S055,In-Store,2,201.43,0.1,362.57,135.99,90.59
O02282,03-10-2024,C0359,P0229,S015,In-Store,1,206.09,0.1,185.48,134.08,51.4
O02283,28-12-2024,C0464,P0278,S007,In-Store,3,267.49,0.2,641.98,167.82,138.52
O02284,23-01-2025,C0201,P0043,S027,In-Store,2,123.95,0,247.9,62.86,122.18
O02285,12-12-2024,C0775,P0785,S052,In-Store,3,57.39,0.1,154.95,46.09,16.68
O02286,09-06-2025,C0784,P0071,Online,Online,1,171.21,0.05,162.65,121.33,41.32
O02287,07-08-2025,C0778,P1070,S032,In-Store,2,20.86,0.2,33.38,15.59,2.2
O02288,22-08-2025,C0481,P0907,S022,In-Store,3,221.46,0.05,631.16,177.15,99.71
O02289,28-02-2025,C0219,P0828,Online,Online,3,33.22,0.2,79.73,28.38,-5.41
O02290,09-02-2025,C0257,P0193,Online,Online,1,62.96,0,62.96,32.26,30.7
O02291,04-08-2025,C0637,P0230,S022,In-Store,1,73.43,0.05,69.76,47.04,22.72
O02292,02-12-2025,C0652,P0858,S011,In-Store,1,309.56,0.05,294.08,195.12,98.96
O02293,10-04-2025,C0357,P0541,S002,In-Store,2,102.78,0.1,185,53.41,78.18
O02294,18-01-2025,C0174,P0476,S039,In-Store,2,52.23,0,104.46,43.43,17.6
O02295,09-12-2025,C0364,P0922,S000,In-Store,1,281.17,0.1,253.05,150.8,102.25
O02296,25-03-2025,C0067,P0040,Online,Online,2,57.53,0.2,92.05,37.43,17.19
O02297,22-07-2024,C0721,P0557,Online,Online,1,40.6,0.05,38.57,28.54,10.03
O02298,13-01-2025,C0380,P0491,S041,In-Store,3,205.2,0,615.6,156.25,146.85
O02299,20-03-2025,C0494,P0633,Online,Online,1,13.12,0.05,12.46,11.45,1.01
O02300,29-06-2025,C0283,P1114,S001,In-Store,2,175.02,0.2,280.03,90.54,98.95
O02301,03-09-2025,C0399,P0523,S036,In-Store,1,228.06,0.2,182.45,187.12,-4.67
O02302,04-08-2025,C0181,P0764,Online,Online,3,241.25,0.2,579,143.88,147.36
O02303,16-10-2024,C0059,P0295,Online,Online,1,33.48,0,33.48,20.39,13.09
O02304,23-02-2025,C0710,P0438,Online,Online,1,270.3,0,270.3,193.94,76.36
O02305,24-06-2025,C0636,P0105,Online,Online,1,49.07,0.1,44.16,43.88,0.28
O02306,28-12-2025,C0441,P0203,S013,In-Store,1,259.84,0,259.84,158.79,101.05
O02307,19-02-2025,C0152,P1118,S044,In-Store,3,179.99,0.05,512.97,140.01,92.94
O02308,31-05-2024,C0155,P0071,Online,Online,1,171.21,0.1,154.09,121.33,32.76
O02309,25-03-2025,C0242,P0800,S026,In-Store,2,100.39,0.05,190.74,78.13,34.48
O02310,19-01-2025,C0369,P0402,S034,In-Store,20,19.94,0,398.8,14.14,116
O02311,16-04-2025,C0476,P0974,S001,In-Store,3,92.62,0,277.86,53.77,116.55
O02312,28-09-2025,C0249,P0279,S051,In-Store,1,62.1,0,62.1,51.34,10.76
O02313,23-12-2024,C0472,P0442,S005,In-Store,1,206.69,0.05,196.36,149.23,47.13
O02314,03-10-2024,C0035,P0924,Online,Online,3,59.5,0,178.5,34.87,73.89
O02315,10-10-2025,C0553,P0779,S047,In-Store,2,113.02,0.2,180.83,78.45,23.93
O02316,31-05-2025,C0670,P0798,S011,In-Store,1,97.75,0,97.75,54.63,43.12
O02317,16-02-2025,C0259,P0647,S045,In-Store,1,139.35,0.1,125.42,105.87,19.55
O02318,26-02-2025,C0476,P0229,S007,In-Store,2,206.09,0.05,391.57,134.08,123.41
O02319,15-11-2025,C0070,P0970,S029,In-Store,2,144.34,0.1,259.81,87.38,85.05
O02320,20-02-2025,C0416,P0110,S009,In-Store,1,280.19,0.05,266.18,170.81,95.37
O02321,04-06-2025,C0300,P0269,Online,Online,1,299.19,0.05,284.23,164.29,119.94
O02322,23-01-2025,C0406,P0031,Online,Online,2,340.18,0.05,646.34,181.56,283.22
O02323,23-09-2025,C0601,P0552,S009,In-Store,1,167.38,0,167.38,94.4,72.98
O02324,01-12-2025,C0312,P0913,S030,In-Store,1,211.23,0.05,200.67,105.93,94.74
O02325,14-02-2025,C0023,P0426,S026,In-Store,1,289.27,0.1,260.34,184.02,76.32
O02326,27-06-2024,C0230,P0267,S005,In-Store,2,349.07,0.2,558.51,193.29,171.93
O02327,14-03-2025,C0307,P1141,Online,Online,2,83.18,0.05,158.04,51.9,54.24
O02328,21-05-2024,C0353,P0735,S022,In-Store,1,196.86,0,196.86,158.32,38.54
O02329,16-06-2025,C0134,P0216,Online,Online,3,328.08,0,984.24,190.95,411.39
O02330,18-03-2025,C0549,P1190,S005,In-Store,2,305.51,0.05,580.47,181.82,216.83
O02331,13-02-2025,C0553,P0828,S044,In-Store,3,33.22,0.1,89.69,28.38,4.55
O02332,31-10-2025,C0548,P0847,Online,Online,1,292.23,0.2,233.78,174.31,59.47
O02333,03-05-2025,C0526,P0862,Online,Online,1,105.88,0.2,84.7,85.38,-0.68
O02334,13-11-2025,C0060,P0019,S017,In-Store,1,175.44,0.1,157.9,121.3,36.6
O02335,27-08-2024,C0024,P1046,S028,In-Store,1,206.49,0,206.49,141.93,64.56
O02336,02-10-2025,C0112,P1171,Online,Online,1,230.62,0.1,207.56,185.92,21.64
O02337,07-01-2025,C0580,P0267,Online,Online,2,349.07,0.1,628.33,193.29,241.75
O02338,15-12-2025,C0413,P1169,S048,In-Store,2,50.9,0.05,96.71,33.85,29.01
O02339,26-09-2025,C0747,P0261,S050,In-Store,2,128.2,0.1,230.76,71.64,87.48
O02340,22-04-2024,C0285,P1106,Online,Online,2,88.1,0.2,140.96,52.32,36.32
O02341,28-04-2024,C0040,P1032,Online,Online,4,146.59,0.05,557.04,84.11,220.6
O02342,02-05-2025,C0540,P0840,S027,In-Store,1,61.12,0.05,58.06,39.44,18.62
O02343,26-06-2024,C0009,P0344,Online,Online,1,196.16,0.05,186.35,143.2,43.15
O02344,12-09-2024,C0744,P1006,S047,In-Store,2,262.46,0.05,498.67,194.07,110.53
O02345,03-09-2024,C0367,P0673,Online,Online,1,17.35,0.05,16.48,14.41,2.07
O02346,24-12-2024,C0002,P0124,Online,Online,3,76.7,0.2,184.08,57.83,10.59
O02347,14-11-2024,C0298,P0825,S037,In-Store,1,138.88,0,138.88,97.93,40.95
O02348,13-04-2024,C0003,P1057,S049,In-Store,1,176.53,0,176.53,107.05,69.48
O02349,15-07-2024,C0121,P0831,S001,In-Store,1,183.87,0,183.87,151.28,32.59
O02350,15-10-2025,C0771,P0311,S008,In-Store,2,248.9,0.2,398.24,159.77,78.7
O02351,12-08-2025,C0467,P1191,S017,In-Store,1,199.61,0.2,159.69,101.14,58.55
O02352,16-11-2024,C0632,P0091,S034,In-Store,1,27.29,0.1,24.56,20.11,4.45
O02353,20-10-2024,C0084,P1121,S016,In-Store,3,7.73,0.2,18.55,5.89,0.88
O02354,07-07-2025,C0051,P0047,S052,In-Store,1,141,0.1,126.9,86.75,40.15
O02355,19-12-2024,C0255,P0889,Online,Online,2,13.19,0,26.38,9.16,8.06
O02356,13-02-2025,C0250,P0912,Online,Online,2,134.46,0,268.92,92.26,84.4
O02357,10-01-2025,C0087,P0651,Online,Online,1,315.36,0.1,283.82,169.86,113.96
O02358,30-07-2025,C0337,P1026,Online,Online,2,42.13,0.1,75.83,23.12,29.59
O02359,08-11-2025,C0018,P0387,S051,In-Store,1,19.5,0,19.5,13.83,5.67
O02360,06-07-2024,C0208,P0663,S017,In-Store,2,164.71,0.2,263.54,83.66,96.22
O02361,01-11-2024,C0457,P0658,S036,In-Store,1,136.72,0.1,123.05,84.79,38.26
O02362,18-09-2024,C0720,P0559,S027,In-Store,2,286.97,0.2,459.15,166.15,126.85
O02363,28-01-2025,C0054,P0195,Online,Online,3,151.18,0.05,430.86,77.35,198.81
O02364,05-06-2025,C0659,P0032,S045,In-Store,2,175.11,0,350.22,135.45,79.32
O02365,06-06-2024,C0155,P0282,S032,In-Store,2,147.51,0.2,236.02,116.28,3.46
O02366,28-12-2024,C0785,P0591,Online,In-Store,1,236.24,0.2,188.99,122.47,66.52
O02367,21-12-2024,C0543,P0709,S004,In-Store,1,210.81,0.2,168.65,165.79,2.86
O02368,27-03-2025,C0332,P0278,S050,In-Store,3,267.49,0.1,722.22,167.82,218.76
O02369,16-03-2025,C0197,P0842,Online,In-Store,1,161.17,0.05,153.11,139.66,13.45
O02370,24-11-2025,C0465,P0035,Online,Online,1,270.68,0,270.68,136.31,134.37
O02371,25-02-2025,C0096,P1146,S035,In-Store,2,250.84,0.1,451.51,179.22,93.07
O02372,14-06-2024,C0118,P0857,Online,In-Store,1,17.94,0.05,17.04,10.57,6.47
O02373,26-06-2024,C0335,P0708,S018,In-Store,1,157.48,0.2,125.98,124.12,1.86
O02374,26-03-2025,C0032,P0124,S011,In-Store,1,76.7,0.05,72.86,57.83,15.03
O02375,19-07-2024,C0436,P0836,Online,Online,1,60.54,0,60.54,40.86,19.68
O02376,22-06-2024,C0248,P1069,Online,Online,1,76.9,0,76.9,51.4,25.5
O02377,08-09-2025,C0740,P0359,Online,Online,2,86.22,0.05,163.82,46.73,70.36
O02378,04-09-2024,C0642,P0874,Online,Online,2,119.65,0,239.3,65.76,107.78
O02379,01-03-2025,C0670,P0541,S045,In-Store,2,102.78,0.1,185,53.41,78.18
O02380,23-12-2025,C0753,P0879,S020,In-Store,1,168.21,0.05,159.8,148.84,10.96
O02381,25-06-2024,C0790,P0529,S046,In-Store,1,135.66,0,135.66,81.19,54.47
O02382,18-10-2024,C0312,P0363,S028,In-Store,2,382.32,0.2,611.71,193.08,225.55
O02383,10-05-2024,C0649,P0614,S001,In-Store,3,332.16,0,996.48,193.3,416.58
O02384,15-09-2024,C0340,P0484,Online,Online,2,130.78,0.2,209.25,84.78,39.69
O02385,26-03-2025,C0640,P0419,S019,In-Store,1,209.55,0.2,167.64,147.89,19.75
O02386,05-01-2025,C0265,P0481,Online,In-Store,1,134.56,0,134.56,87.49,47.07
O02387,17-07-2024,C0419,P1095,Online,Online,1,96.11,0.1,86.5,70.02,16.48
O02388,09-07-2025,C0767,P0258,S042,In-Store,2,52.4,0.05,99.56,30.15,39.26
O02389,26-04-2024,C0003,P1043,S026,In-Store,2,321.82,0.2,514.91,198.11,118.69
O02390,23-03-2025,C0715,P0819,S054,In-Store,2,85.93,0.05,163.27,71.29,20.69
O02391,20-02-2025,C0078,P0905,S026,In-Store,1,138.07,0.2,110.46,108.67,1.79
O02392,31-03-2025,C0276,P0600,S053,In-Store,3,221.76,0,665.28,178.15,130.83
O02393,23-02-2025,C0592,P0123,S023,In-Store,1,159.16,0,159.16,112.93,46.23
O02394,27-06-2024,C0111,P1045,S036,In-Store,2,35.73,0.2,57.17,26.39,4.39
O02395,15-06-2025,C0149,P0257,Online,Online,1,145.59,0.1,131.03,118.63,12.4
O02396,19-11-2024,C0314,P0109,S026,In-Store,1,241.11,0.2,192.89,188.59,4.3
O02397,15-05-2024,C0113,P0308,Online,Online,2,53.99,0.2,86.38,28.91,28.56
O02398,02-06-2025,C0619,P0729,Online,Online,2,183.66,0.1,330.59,92.52,145.55
O02399,22-03-2025,C0176,P0035,S042,In-Store,2,270.68,0.1,487.22,136.31,214.6
O02400,27-10-2025,C0658,P0180,S006,In-Store,2,331.2,0.2,529.92,195.7,138.52
O02401,04-06-2024,C0559,P1127,Online,Online,1,119.95,0.05,113.95,99.59,14.36
O02402,31-07-2025,C0002,P0878,Online,Online,4,340.01,0.05,1292.04,195.05,511.84
O02403,31-10-2025,C0600,P0588,S055,In-Store,3,165.38,0.05,471.33,131.59,76.56
O02404,16-02-2025,C0540,P1058,Online,Online,2,219.39,0.2,351.02,138.39,74.24
O02405,22-10-2025,C0414,P0829,Online,Online,2,244.31,0,488.62,170.36,147.9
O02406,27-12-2025,C0100,P0206,S011,In-Store,3,44.72,0,134.16,38.98,17.22
O02407,19-07-2024,C0379,P0636,Online,Online,2,168.98,0.1,304.16,119.44,65.28
O02408,14-04-2025,C0743,P0381,Online,Online,2,169.3,0,338.6,107.47,123.66
O02409,20-05-2024,C0411,P0104,S047,In-Store,10,237.61,0.2,1900.88,131.78,583.08
O02410,07-02-2025,C0245,P1017,Online,Online,1,212.78,0.2,170.22,178.39,-8.17
O02411,22-10-2024,C0059,P0414,Online,Online,1,162.49,0.05,154.37,105,49.37
O02412,30-12-2025,C0457,P1127,S039,In-Store,2,119.95,0,239.9,99.59,40.72
O02413,23-01-2025,C0282,P0066,Online,In-Store,1,224.19,0.1,201.77,172.43,29.34
O02414,21-07-2024,C0486,P0239,Online,Online,3,322.42,0.2,773.81,167.25,272.06
O02415,14-01-2025,C0603,P0955,S035,In-Store,2,222.1,0.2,355.36,113.68,128
O02416,15-10-2025,C0767,P0214,S048,In-Store,1,262.36,0.2,209.89,178.18,31.71
O02417,24-03-2025,C0159,P0726,S039,In-Store,1,268.98,0,268.98,185.66,83.32
O02418,17-12-2025,C0264,P0201,Online,In-Store,1,63.7,0.2,50.96,52.5,-1.54
O02419,23-08-2025,C0336,P0746,S040,In-Store,2,28.27,0,56.54,15.58,25.38
O02420,24-02-2025,C0448,P0697,Online,Online,2,210.41,0.05,399.78,151.53,96.72
O02421,21-06-2024,C0023,P0967,S035,In-Store,2,177.85,0.2,284.56,94.1,96.36
O02422,21-08-2024,C0003,P0965,Online,Online,1,264.41,0.2,211.53,178.08,33.45
O02423,12-04-2024,C0057,P0464,S017,In-Store,2,30.5,0.2,48.8,25.66,-2.52
O02424,12-11-2025,C0028,P1131,S007,In-Store,1,64.36,0.2,51.49,33.26,18.23
O02425,16-12-2025,C0158,P0265,S043,In-Store,2,145.45,0.2,232.72,85.12,62.48
O02426,01-03-2025,C0502,P0247,S031,In-Store,2,170.48,0.1,306.86,120.33,66.2
O02427,11-12-2025,C0041,P0916,S035,In-Store,2,117.56,0,235.12,94.77,45.58
O02428,29-04-2025,C0007,P0372,S035,In-Store,2,206.16,0,412.32,115.72,180.88
O02429,18-05-2025,C0733,P1124,Online,In-Store,2,67.07,0.2,107.31,39.38,28.55
O02430,08-05-2025,C0512,P0064,Online,Online,3,17.33,0.1,46.79,9.83,17.3
O02431,29-12-2024,C0300,P0397,S008,In-Store,1,29.62,0.05,28.14,18.12,10.02
O02432,14-06-2024,C0190,P0332,S007,In-Store,2,159.7,0.2,255.52,102.16,51.2
O02433,15-08-2024,C0135,P0787,S048,In-Store,1,220.2,0.2,176.16,178.71,-2.55
O02434,18-02-2025,C0466,P0531,S030,In-Store,1,223.17,0,223.17,185.3,37.87
O02435,15-05-2024,C0453,P0730,Online,Online,2,179.11,0,358.22,148.34,61.54
O02436,20-03-2025,C0373,P0290,Online,Online,3,209.97,0,629.91,105.5,313.41
O02437,15-01-2025,C0416,P0610,S024,In-Store,10,254.51,0,2545.1,177.67,768.4
O02438,01-10-2025,C0009,P0445,Online,Online,1,35.94,0,35.94,22.48,13.46
O02439,04-12-2024,C0664,P1070,S057,In-Store,1,20.86,0.05,19.82,15.59,4.23
O02440,03-11-2025,C0216,P0230,S055,In-Store,1,73.43,0.05,69.76,47.04,22.72
O02441,05-05-2024,C0295,P1109,S032,In-Store,2,200.18,0,400.36,121.02,158.32
O02442,02-10-2025,C0010,P0617,S047,In-Store,1,43.85,0.2,35.08,29.61,5.47
O02443,24-04-2025,C0076,P0031,S014,In-Store,3,340.18,0,1020.54,181.56,475.86
O02444,02-05-2024,C0377,P0145,S046,In-Store,1,193.44,0.1,174.1,153.81,20.29
O02445,03-10-2025,C0731,P1126,S044,In-Store,2,29.09,0.1,52.36,25.36,1.64
O02446,02-10-2024,C0600,P0501,Online,Online,1,310.14,0.1,279.13,170.77,108.36
O02447,09-10-2024,C0563,P0185,Online,Online,2,189.67,0.1,341.41,150.76,39.89
O02448,23-11-2024,C0121,P0565,S026,In-Store,2,129.36,0.1,232.85,77.59,77.67
O02449,07-07-2025,C0159,P1004,S051,In-Store,2,232.49,0.2,371.98,157.88,56.22
O02450,19-08-2025,C0125,P0655,S035,In-Store,1,25.85,0.1,23.26,15.47,7.79
O02451,23-01-2025,C0783,P0227,Online,Online,2,252.06,0,504.12,156.48,191.16
O02452,30-03-2025,C0504,P0674,S008,In-Store,1,170.59,0.05,162.06,111.72,50.34
O02453,08-07-2025,C0783,P1152,S006,In-Store,1,271.06,0.1,243.95,151.87,92.08
O02454,19-02-2025,C0158,P0770,S040,In-Store,3,221.83,0,665.49,110.98,332.55
O02455,13-10-2024,C0612,P0945,Online,Online,2,83.93,0.2,134.29,53.24,27.81
O02456,19-09-2025,C0302,P0599,S047,In-Store,2,131.38,0.1,236.48,67.15,102.18
O02457,21-10-2024,C0432,P0947,S002,In-Store,1,101.12,0.1,91.01,51.06,39.95
O02458,27-09-2025,C0104,P0055,S003,In-Store,2,214.63,0.2,343.41,122.94,97.53
O02459,19-04-2025,C0393,P0539,S030,In-Store,2,140.12,0.05,266.23,96.99,72.25
O02460,04-06-2025,C0740,P0125,Online,Online,1,44.79,0.2,35.83,28.31,7.52
O02461,17-04-2024,C0233,P1085,Online,Online,2,42.67,0.05,81.07,36.58,7.91
O02462,07-11-2024,C0303,P0149,S032,In-Store,1,29.42,0.1,26.48,22.17,4.31
O02463,30-03-2025,C0687,P0370,S010,In-Store,3,106.39,0.05,303.21,58.2,128.61
O02464,28-04-2025,C0789,P0807,S025,In-Store,1,135.25,0.05,128.49,80.88,47.61
O02465,24-03-2025,C0190,P1136,S019,In-Store,1,40.91,0,40.91,21.86,19.05
O02466,16-04-2025,C0438,P0513,Online,Online,2,27.18,0.2,43.49,18.81,5.87
O02467,10-07-2025,C0386,P0423,Online,Online,2,148.79,0,297.58,103.62,90.34
O02468,22-10-2025,C0723,P0422,S013,In-Store,1,221.49,0.2,177.19,169.3,7.89
O02469,20-05-2025,C0708,P0283,S008,In-Store,1,303.48,0.05,288.31,190.91,97.4
O02470,06-10-2024,C0441,P1032,S038,In-Store,4,146.59,0,586.36,84.11,249.92
O02471,18-05-2024,C0687,P0061,S033,In-Store,1,147.64,0.2,118.11,76.11,42
O02472,09-02-2025,C0239,P0361,Online,Online,2,214,0.1,385.2,135.62,113.96
O02473,01-03-2025,C0796,P0481,Online,Online,1,134.56,0.1,121.1,87.49,33.61
O02474,28-05-2025,C0703,P1074,S038,In-Store,1,330.13,0.05,313.62,192.54,121.08
O02475,23-05-2024,C0591,P0856,S057,In-Store,1,72.18,0.1,64.96,53.24,11.72
O02476,21-12-2024,C0460,P0878,S049,In-Store,1,340.01,0,340.01,195.05,144.96
O02477,30-01-2025,C0698,P0658,S003,In-Store,1,136.72,0.2,109.38,84.79,24.59
O02478,19-04-2025,C0474,P1023,S022,In-Store,1,16.77,0.1,15.09,14.89,0.2
O02479,19-05-2024,C0078,P0199,S001,In-Store,2,115.92,0.05,220.25,58.8,102.65
O02480,11-02-2025,C0539,P0531,Online,Online,1,223.17,0.05,212.01,185.3,26.71
O02481,04-08-2025,C0412,P0266,S013,In-Store,1,273.92,0.05,260.22,151.72,108.5
O02482,24-12-2024,C0180,P0359,Online,In-Store,2,86.22,0.2,137.95,46.73,44.49
O02483,06-09-2025,C0779,P0153,S053,In-Store,1,56.67,0.1,51,28.68,22.32
O02484,24-01-2025,C0501,P0872,S031,In-Store,1,72.76,0,72.76,60.01,12.75
O02485,29-12-2025,C0058,P0603,Online,Online,2,31.8,0.1,57.24,24.75,7.74
O02486,02-12-2024,C0274,P1131,S035,In-Store,2,64.36,0.05,122.28,33.26,55.76
O02487,31-07-2025,C0179,P0212,S037,In-Store,1,313.84,0,313.84,198.95,114.89
O02488,25-05-2025,C0183,P0383,Online,Online,1,108.18,0.05,102.77,68.98,33.79
O02489,10-11-2024,C0582,P1125,Online,Online,1,90.35,0.1,81.32,60.59,20.73
O02490,31-10-2024,C0407,P0550,S004,In-Store,1,142.36,0,142.36,108.31,34.05
O02491,02-11-2025,C0025,P0146,S056,In-Store,1,297.56,0,297.56,199.4,98.16
O02492,22-01-2025,C0082,P0819,S028,In-Store,1,85.93,0,85.93,71.29,14.64
O02493,29-04-2024,C0701,P0022,S018,In-Store,2,124.36,0.05,236.28,104,28.28
O02494,08-07-2025,C0423,P0939,Online,Online,3,201.44,0.1,543.89,118.69,187.82
O02495,18-02-2025,C0229,P0231,S028,In-Store,1,103.03,0.05,97.88,60.23,37.65
O02496,04-05-2024,C0596,P0908,S015,In-Store,2,210.56,0,421.12,133.22,154.68
O02497,23-06-2025,C0576,P0066,S048,In-Store,1,224.19,0.1,201.77,172.43,29.34
O02498,05-12-2024,C0160,P0716,S039,In-Store,2,380.68,0.1,685.22,192.9,299.42
O02499,23-09-2025,C0618,P0448,Online,In-Store,1,117.04,0.05,111.19,101.16,10.03
O02500,02-02-2025,C0161,P1010,Online,Online,2,228.83,0,457.66,166.74,124.18
O02501,06-06-2025,C0586,P0241,S014,In-Store,1,195.47,0.1,175.92,150.43,25.49
O02502,29-06-2024,C0305,P1153,S003,In-Store,3,152.8,0.05,435.48,103.2,125.88
O02503,30-12-2024,C0735,P0859,S041,In-Store,1,335.31,0.1,301.78,194.06,107.72
O02504,14-12-2024,C0464,P0340,S019,In-Store,2,68.28,0.1,122.9,43.82,35.26
O02505,22-03-2025,C0602,P1001,Online,Online,1,125.39,0.1,112.85,71.57,41.28
O02506,07-02-2025,C0740,P0001,S034,In-Store,1,13.26,0.2,10.61,11.2,-0.59
O02507,29-07-2025,C0002,P0857,S023,In-Store,1,17.94,0.2,14.35,10.57,3.78
O02508,06-03-2025,C0022,P0347,Online,Online,1,63.73,0,63.73,38.25,25.48
O02509,29-10-2024,C0105,P1157,S054,In-Store,1,35.5,0.05,33.72,26.33,7.39
O02510,13-08-2025,C0169,P0381,S057,In-Store,1,169.3,0.1,152.37,107.47,44.9
O02511,12-05-2024,C0306,P0487,S017,In-Store,2,134.85,0.1,242.73,112.2,18.33
O02512,08-12-2025,C0035,P1197,Online,Online,2,252.57,0.05,479.88,154.11,171.66
O02513,08-08-2024,C0197,P0506,Online,Online,2,76.44,0,152.88,44.45,63.98
O02514,24-11-2024,C0250,P0732,Online,Online,2,186.46,0.05,354.27,95.93,162.41
O02515,14-08-2024,C0667,P0678,S003,In-Store,1,109.85,0,109.85,74.79,35.06
O02516,22-11-2024,C0746,P0463,S018,In-Store,2,192.98,0.1,347.36,114.83,117.7
O02517,06-12-2024,C0699,P0068,Online,Online,1,111.71,0.2,89.37,82.7,6.67
O02518,10-10-2024,C0567,P1147,Online,Online,2,262.37,0.05,498.5,151.81,194.88
O02519,14-08-2025,C0773,P0502,Online,Online,2,256.28,0.05,486.93,165.85,155.23
O02520,07-03-2025,C0252,P0807,Online,In-Store,1,135.25,0.2,108.2,80.88,27.32
O02521,08-11-2025,C0550,P0054,S047,In-Store,2,315.6,0.05,599.64,178.49,242.66
O02522,04-02-2025,C0373,P0551,S005,In-Store,1,170.18,0.05,161.67,143.77,17.9
O02523,03-04-2025,C0058,P0909,S048,In-Store,1,224.22,0.2,179.38,112.27,67.11
O02524,03-10-2024,C0626,P0274,S007,In-Store,3,285.95,0.05,814.96,198.93,218.17
O02525,13-10-2025,C0508,P0822,Online,Online,1,79.83,0.2,63.86,55.27,8.59
O02526,04-01-2025,C0602,P0761,Online,Online,1,240.31,0,240.31,125.81,114.5
O02527,25-04-2025,C0393,P0373,S055,In-Store,2,124.26,0.1,223.67,105.48,12.71
O02528,10-12-2024,C0579,P0416,S021,In-Store,2,166.68,0,333.36,149.54,34.28
O02529,04-10-2024,C0185,P0810,S044,In-Store,1,235.44,0.05,223.67,143.76,79.91
O02530,20-02-2025,C0381,P0475,S008,In-Store,3,213.94,0.2,513.46,117.58,160.72
O02531,26-12-2024,C0280,P0969,S042,In-Store,2,171.98,0.2,275.17,90.71,93.75
O02532,29-01-2025,C0105,P0290,S056,In-Store,1,209.97,0.2,167.98,105.5,62.48
